Customer ID,Account Type,Account Tier,Amount(₦),Transaction Type,Sender's Location,Timestamp,Remark
Customer 2415,Individual,Tier 2,21969.01,Transfer to a Third-Party,Enugu,17:38:12,Normal
Customer 2416,Individual,Tier 1,18751.52,Withdrawal,Enugu,5:10:58,Normal
Customer 2417,Individual,Tier 1,20100.36,Withdrawal,Enugu,12:49:38,Normal
Customer 2418,Corporate,Tier 2,14727.07,Transfer to a Third-Party,Lagos,18:48:40,Normal
Customer 2419,Corporate,Tier 1,23295.29,Transfer to a Third-Party,Lagos,15:25:04,Normal
Customer 2420,Individual,Tier 2,8339.0,Withdrawal,Lagos,2:14:32,Normal
Customer 2421,Corporate,Tier 2,20715.83,Transfer to a Third-Party,Lagos,16:35:56,Normal
Customer 2422,Individual,Tier 2,26277.15,Withdrawal,Ibadan,4:16:20,Normal
Customer 2423,Individual,Tier 3,7172.29,Withdrawal,Lagos,18:05:06,Normal
Customer 2424,Corporate,Tier 2,2765.43,Withdrawal,Abuja,22:28:48,Normal
Customer 2425,Corporate,Tier 2,18581.66,Withdrawal,Abuja,18:43:46,Normal
Customer 2426,Corporate,Tier 2,14326.27,Payment for Goods/Services,Lagos,7:30:33,Normal
Customer 2427,Corporate,Tier 2,5590.54,Transfer to a Third-Party,Ibadan,17:06:34,Normal
Customer 2428,Corporate,Tier 2,28928.47,Transfer to a Third-Party,Lagos,21:46:39,Normal
Customer 2429,Individual,Tier 2,4967.77,Withdrawal,Ibadan,19:29:32,Normal
Customer 2430,Individual,Tier 1,14992.18,Withdrawal,Abuja,4:43:27,Normal
Customer 2431,Individual,Tier 3,12427.44,Withdrawal,Abuja,1:48:14,Normal
Customer 2432,Individual,Tier 2,21433.69,Payment for Goods/Services,Enugu,23:31:19,Normal
Customer 2433,Corporate,Tier 1,37261.11,Payment for Goods/Services,Lagos,18:50:04,Normal
Customer 2434,Individual,Tier 2,8246.37,Payment for Goods/Services,Lagos,17:30:01,Normal
Customer 2435,Corporate,Tier 1,20655.02,Payment for Goods/Services,Ibadan,4:39:58,Normal
Customer 2436,Individual,Tier 2,4618.1,Withdrawal,Lagos,9:48:34,Normal
Customer 2437,Individual,Tier 3,40362.91,Transfer to a Third-Party,Port Harcourt,14:50:52,Normal
Customer 2438,Corporate,Tier 1,8211.81,Transfer to a Third-Party,Ibadan,16:59:21,Normal
Customer 2439,Corporate,Tier 2,37202.34,Withdrawal,Enugu,11:55:30,Normal
Customer 2440,Individual,Tier 2,1397.12,Withdrawal,Abuja,14:31:27,Normal
Customer 2441,Corporate,Tier 2,7593.57,Withdrawal,Enugu,10:03:09,Normal
Customer 2442,Corporate,Tier 1,21898.97,Withdrawal,Enugu,17:48:01,Normal
Customer 2443,Corporate,Tier 1,6093.49,Payment for Goods/Services,Abuja,3:01:05,Normal
Customer 2444,Corporate,Tier 2,26071.72,Transfer to a Third-Party,Enugu,21:33:41,Normal
Customer 2445,Corporate,Tier 1,27272.1,Payment for Goods/Services,Ibadan,16:49:15,Normal
Customer 2446,Individual,Tier 2,1236.5,Withdrawal,Port Harcourt,19:42:09,Normal
Customer 2447,Corporate,Tier 2,15918.62,Transfer to a Third-Party,Lagos,20:34:03,Normal
Customer 2448,Individual,Tier 3,13764.57,Payment for Goods/Services,Port Harcourt,23:04:46,Normal
Customer 2449,Corporate,Tier 1,25738.6,Withdrawal,Enugu,22:18:10,Normal
Customer 2450,Corporate,Tier 1,31555.27,Withdrawal,Lagos,3:01:19,Normal
Customer 2451,Individual,Tier 2,29541.62,Withdrawal,Abuja,7:09:25,Normal
Customer 2452,Individual,Tier 2,31323.25,Transfer to a Third-Party,Ibadan,16:55:52,Normal
Customer 2453,Individual,Tier 3,39133.01,Transfer to a Third-Party,Ibadan,22:48:41,Normal
Customer_Special 04,Individual,Tier 3,593846.63,Withdrawal,Ibadan,7:34:41,Normal
Customer 2455,Corporate,Tier 2,51154.09,Withdrawal,Lagos,6:58:03,Normal
Customer 2456,Individual,Tier 1,40784.44,Withdrawal,Port Harcourt,17:21:36,Normal
Customer 2457,Individual,Tier 1,48276.11,Payment for Goods/Services,Ibadan,22:52:53,Normal
Customer 2458,Individual,Tier 1,31205.21,Transfer to a Third-Party,Port Harcourt,11:29:42,Normal
Customer 2459,Corporate,Tier 1,19586.21,Withdrawal,Abuja,0:31:44,Normal
Customer 2460,Individual,Tier 2,41517.44,Withdrawal,Lagos,16:11:11,Normal
Customer 2461,Corporate,Tier 2,39618.22,Transfer to a Third-Party,Ibadan,7:25:16,Normal
Customer 2462,Corporate,Tier 2,26826.62,Transfer to a Third-Party,Lagos,5:54:05,Normal
Customer 2463,Individual,Tier 2,11646.23,Payment for Goods/Services,Enugu,13:46:32,Normal
Customer 2464,Corporate,Tier 2,18087.33,Transfer to a Third-Party,Enugu,14:36:46,Normal
Customer 2465,Corporate,Tier 2,12863.23,Transfer to a Third-Party,Enugu,15:00:12,Normal
Customer 2466,Individual,Tier 2,15861.63,Transfer to a Third-Party,Lagos,20:11:41,Normal
Customer 2467,Individual,Tier 2,3978.31,Withdrawal,Enugu,14:10:46,Normal
Customer 2468,Individual,Tier 1,8360.52,Payment for Goods/Services,Lagos,22:13:12,Normal
Customer 2469,Individual,Tier 2,17235.93,Transfer to a Third-Party,Lagos,4:26:43,Normal
Customer 2470,Corporate,Tier 2,22699.6,Transfer to a Third-Party,Lagos,6:23:58,Normal
Customer 2471,Individual,Tier 2,18563.99,Transfer to a Third-Party,Lagos,3:13:57,Normal
Customer 2472,Individual,Tier 1,9599.01,Transfer to a Third-Party,Lagos,1:18:40,Normal
Customer 2473,Individual,Tier 1,21151.86,Payment for Goods/Services,Lagos,16:17:57,Normal
Customer 2474,Individual,Tier 1,24874.42,Withdrawal,Enugu,7:54:41,Normal
Customer 2475,Individual,Tier 1,8589.63,Payment for Goods/Services,Lagos,2:07:31,Normal
Customer 2476,Individual,Tier 2,7332.26,Transfer to a Third-Party,Port Harcourt,22:28:29,Normal
Customer 2477,Corporate,Tier 2,19165.72,Transfer to a Third-Party,Lagos,0:24:19,Normal
Customer 2478,Individual,Tier 2,21193.62,Payment for Goods/Services,Abuja,9:07:01,Normal
Customer 2479,Corporate,Tier 1,13499.54,Withdrawal,Port Harcourt,12:57:42,Normal
Customer 2480,Individual,Tier 1,37175.65,Payment for Goods/Services,Lagos,4:09:49,Normal
Customer 2481,Individual,Tier 2,7573.97,Transfer to a Third-Party,Lagos,16:20:26,Normal
Customer 2482,Corporate,Tier 2,3762.0,Withdrawal,Abuja,0:31:43,Normal
Customer 2483,Individual,Tier 2,3503.14,Payment for Goods/Services,Port Harcourt,1:59:59,Normal
Customer 2484,Individual,Tier 2,4117.89,Transfer to a Third-Party,Lagos,22:30:55,Normal
Customer 2485,Corporate,Tier 2,47226.64,Payment for Goods/Services,Lagos,13:40:06,Normal
Customer 2486,Corporate,Tier 2,34922.18,Withdrawal,Abuja,16:31:23,Normal
Customer 2487,Corporate,Tier 3,53682.1,Withdrawal,Enugu,2:15:54,Normal
Customer 2488,Corporate,Tier 3,38259.48,Transfer to a Third-Party,Ibadan,3:13:33,Normal
Customer 2489,Corporate,Tier 3,28977193.05,Transfer to a Third-Party,Enugu,22:29:43,Suspicious
Customer 2490,Corporate,Tier 2,7612.47,Transfer to a Third-Party,Port Harcourt,10:17:36,Normal
Customer 2491,Corporate,Tier 2,62836.59,Payment for Goods/Services,Port Harcourt,12:30:23,Normal
Customer 2492,Individual,Tier 1,37978.81,Payment for Goods/Services,Enugu,6:33:13,Normal
Customer 2493,Corporate,Tier 2,4925.96,Payment for Goods/Services,Ibadan,7:57:55,Normal
Customer 2494,Individual,Tier 1,12791.33,Payment for Goods/Services,Lagos,9:04:14,Normal
Customer 2495,Corporate,Tier 1,10852.81,Payment for Goods/Services,Lagos,2:04:21,Normal
Customer 2496,Corporate,Tier 2,14739.62,Payment for Goods/Services,Lagos,23:49:25,Normal
Customer 2497,Individual,Tier 2,26785.39,Payment for Goods/Services,Lagos,22:59:14,Normal
Customer 2498,Corporate,Tier 2,3087.63,Payment for Goods/Services,Port Harcourt,23:27:16,Normal
Customer_Special 05,Individual,Tier 3,680850.42,Payment for Goods/Services,Ibadan,12:15:34,Normal
Customer 2500,Corporate,Tier 2,8049.71,Payment for Goods/Services,Abuja,19:14:05,Normal
Customer 2501,Individual,Tier 3,11809.32,Withdrawal,Port Harcourt,2:07:24,Normal
Customer 2502,Individual,Tier 2,14685.96,Transfer to a Third-Party,Abuja,0:56:12,Normal
Customer 2503,Corporate,Tier 2,37858.79,Withdrawal,Enugu,9:42:53,Normal
Customer 2504,Individual,Tier 2,23168.17,Transfer to a Third-Party,Ibadan,21:34:44,Normal
Customer 2505,Individual,Tier 3,3377.34,Payment for Goods/Services,Abuja,5:32:59,Normal
Customer 2506,Individual,Tier 1,18207.12,Payment for Goods/Services,Port Harcourt,13:26:13,Normal
Customer 2507,Individual,Tier 1,50250.96,Payment for Goods/Services,Enugu,15:17:41,Normal
Customer 2508,Corporate,Tier 1,38260.33,Withdrawal,Ibadan,5:14:37,Normal
Customer 2509,Corporate,Tier 2,15026.33,Transfer to a Third-Party,Abuja,6:09:29,Normal
Customer 2510,Corporate,Tier 1,19046.31,Withdrawal,Abuja,11:39:21,Normal
Customer 2511,Individual,Tier 2,28740.65,Payment for Goods/Services,Enugu,15:52:55,Normal
Customer 2512,Individual,Tier 1,15938.19,Payment for Goods/Services,Abuja,19:00:12,Normal
Customer 2513,Corporate,Tier 1,10326.76,Withdrawal,Enugu,16:23:36,Normal
Customer 2514,Corporate,Tier 1,41482.48,Transfer to a Third-Party,Lagos,2:54:46,Normal
Customer 2515,Corporate,Tier 3,8604.18,Transfer to a Third-Party,Port Harcourt,17:05:44,Normal
Customer 2516,Individual,Tier 2,23954.45,Withdrawal,Abuja,16:38:44,Normal
Customer 2517,Corporate,Tier 1,59372.83,Payment for Goods/Services,Ibadan,11:38:40,Normal
Customer 2518,Individual,Tier 1,5785.77,Transfer to a Third-Party,Port Harcourt,6:58:00,Normal
Customer 2519,Individual,Tier 2,10865.05,Payment for Goods/Services,Port Harcourt,10:57:00,Normal
Customer 2520,Individual,Tier 2,16097.41,Transfer to a Third-Party,Ibadan,18:53:48,Normal
Customer 2521,Individual,Tier 2,35068.35,Payment for Goods/Services,Lagos,16:23:35,Normal
Customer 2522,Individual,Tier 3,9674162.94,Payment for Goods/Services,Lagos,22:02:17,Suspicious
Customer 2523,Individual,Tier 2,47276.87,Withdrawal,Ibadan,13:12:06,Normal
Customer 2524,Corporate,Tier 3,25546.19,Payment for Goods/Services,Abuja,12:38:23,Normal
Customer 2525,Corporate,Tier 1,4716.57,Withdrawal,Lagos,21:55:38,Normal
Customer 2526,Corporate,Tier 2,7392.07,Transfer to a Third-Party,Abuja,4:54:25,Normal
Customer 2527,Individual,Tier 2,136102.33,Withdrawal,Port Harcourt,7:20:14,Normal
Customer 2528,Corporate,Tier 1,46497.14,Payment for Goods/Services,Abuja,0:01:24,Normal
Customer 2529,Individual,Tier 1,11164.86,Transfer to a Third-Party,Ibadan,11:00:44,Normal
Customer 2530,Corporate,Tier 2,7916.08,Payment for Goods/Services,Ibadan,22:13:46,Normal
Customer 2531,Corporate,Tier 1,19557.46,Transfer to a Third-Party,Enugu,10:02:13,Normal
Customer 2532,Corporate,Tier 2,3608.79,Withdrawal,Port Harcourt,7:39:20,Normal
Customer 2533,Individual,Tier 2,23593.96,Transfer to a Third-Party,Enugu,18:57:54,Normal
Customer 2534,Individual,Tier 1,55315.39,Transfer to a Third-Party,Port Harcourt,7:12:56,Normal
Customer 2535,Corporate,Tier 1,16966.42,Transfer to a Third-Party,Enugu,18:53:53,Normal
Customer 2536,Individual,Tier 3,32121.55,Payment for Goods/Services,Enugu,18:16:40,Normal
Customer 2537,Corporate,Tier 1,23308.91,Transfer to a Third-Party,Enugu,8:37:50,Normal
Customer 2538,Corporate,Tier 1,3742.58,Payment for Goods/Services,Enugu,10:56:44,Normal
Customer 2539,Corporate,Tier 1,46855.57,Payment for Goods/Services,Enugu,1:37:20,Normal
Customer 2540,Corporate,Tier 3,19115.16,Transfer to a Third-Party,Enugu,10:00:30,Normal
Customer 2541,Corporate,Tier 2,4661.7,Transfer to a Third-Party,Abuja,20:44:57,Normal
Customer_Special 05,Individual,Tier 3,750078.06,Payment for Goods/Services,Ibadan,8:18:28,Normal
Customer 2543,Individual,Tier 1,7843.96,Withdrawal,Abuja,7:37:55,Normal
Customer 2544,Corporate,Tier 2,13710.6,Transfer to a Third-Party,Ibadan,17:09:18,Normal
Customer 2545,Corporate,Tier 1,9524.16,Payment for Goods/Services,Ibadan,13:52:14,Normal
Customer 2546,Individual,Tier 2,28380.73,Withdrawal,Ibadan,0:20:29,Normal
Customer 2547,Individual,Tier 1,20993.52,Transfer to a Third-Party,Lagos,18:57:40,Normal
Customer 2548,Individual,Tier 2,4305.69,Withdrawal,Port Harcourt,4:29:15,Normal
Customer 2549,Individual,Tier 2,9716.15,Transfer to a Third-Party,Enugu,12:08:22,Normal
Customer 2550,Corporate,Tier 1,15450.12,Transfer to a Third-Party,Enugu,8:05:14,Normal
Customer_Special 04,Individual,Tier 3,712359.61,Withdrawal,Ibadan,4:35:49,Normal
Customer 2552,Individual,Tier 1,11940.38,Withdrawal,Ibadan,13:52:29,Normal
Customer 2553,Corporate,Tier 1,27735.03,Payment for Goods/Services,Abuja,15:09:29,Normal
Customer 2554,Individual,Tier 2,7654.77,Withdrawal,Lagos,3:27:47,Normal
Customer 2555,Corporate,Tier 1,23094.61,Withdrawal,Abuja,20:54:36,Normal
Customer 2556,Individual,Tier 1,13862.67,Payment for Goods/Services,Abuja,15:29:06,Normal
Customer 2557,Individual,Tier 2,18172.17,Transfer to a Third-Party,Lagos,4:04:25,Normal
Customer 2558,Individual,Tier 1,16692.2,Withdrawal,Lagos,16:11:01,Normal
Customer 2559,Corporate,Tier 3,27701.62,Withdrawal,Lagos,18:32:30,Normal
Customer 2560,Corporate,Tier 1,13802.14,Withdrawal,Lagos,9:29:33,Normal
Customer 2561,Individual,Tier 1,22734.99,Withdrawal,Ibadan,23:55:26,Normal
Customer 2562,Individual,Tier 2,42426.04,Withdrawal,Lagos,23:39:08,Normal
Customer 2563,Individual,Tier 1,68295.86,Payment for Goods/Services,Enugu,13:42:33,Normal
Customer 2564,Corporate,Tier 3,34923.27,Transfer to a Third-Party,Enugu,0:33:06,Normal
Customer 2565,Individual,Tier 1,25273.03,Transfer to a Third-Party,Ibadan,1:13:53,Normal
Customer 2566,Individual,Tier 1,22713.53,Withdrawal,Lagos,5:57:20,Normal
Customer 2567,Individual,Tier 1,13109.39,Transfer to a Third-Party,Ibadan,18:31:36,Normal
Customer 2568,Individual,Tier 1,14917.18,Payment for Goods/Services,Ibadan,20:24:20,Normal
Customer 2569,Individual,Tier 2,27713.13,Payment for Goods/Services,Abuja,5:21:35,Normal
Customer 2570,Individual,Tier 1,13642.51,Withdrawal,Enugu,4:43:05,Normal
Customer 2571,Corporate,Tier 2,20962.66,Payment for Goods/Services,Abuja,10:53:38,Normal
Customer 2572,Individual,Tier 1,49542.14,Payment for Goods/Services,Enugu,8:57:39,Normal
Customer 2573,Individual,Tier 1,27562.13,Withdrawal,Ibadan,15:01:40,Normal
Customer 2574,Individual,Tier 1,32344.48,Withdrawal,Port Harcourt,14:04:44,Normal
Customer 2575,Corporate,Tier 2,13976.39,Withdrawal,Lagos,21:34:12,Normal
Customer 2576,Corporate,Tier 1,709.21,Transfer to a Third-Party,Port Harcourt,23:49:40,Normal
Customer 2577,Corporate,Tier 1,26804.96,Withdrawal,Abuja,9:55:12,Normal
Customer 2578,Corporate,Tier 2,27339.53,Transfer to a Third-Party,Lagos,23:51:58,Normal
Customer 2579,Corporate,Tier 1,12802.2,Transfer to a Third-Party,Abuja,14:59:44,Normal
Customer 2580,Corporate,Tier 1,7920.54,Payment for Goods/Services,Abuja,14:37:25,Normal
Customer 2581,Corporate,Tier 1,20828.71,Transfer to a Third-Party,Lagos,4:03:32,Normal
Customer 2582,Individual,Tier 1,33508.88,Payment for Goods/Services,Lagos,20:27:57,Normal
Customer 2583,Individual,Tier 2,20436.79,Transfer to a Third-Party,Port Harcourt,14:08:28,Normal
Customer 2584,Individual,Tier 1,5678.98,Transfer to a Third-Party,Lagos,22:59:38,Normal
Customer 2585,Individual,Tier 2,1833.14,Transfer to a Third-Party,Lagos,12:27:37,Normal
Customer 2586,Corporate,Tier 2,15959.78,Withdrawal,Enugu,1:08:54,Normal
Customer 2587,Corporate,Tier 3,8690.04,Payment for Goods/Services,Port Harcourt,3:17:45,Normal
Customer 2588,Individual,Tier 1,19314.08,Transfer to a Third-Party,Enugu,18:27:16,Normal
Customer 2589,Corporate,Tier 2,15332.95,Payment for Goods/Services,Lagos,15:26:50,Normal
Customer 2590,Corporate,Tier 1,20291.31,Withdrawal,Abuja,5:12:52,Normal
Customer 2591,Individual,Tier 2,13430.75,Transfer to a Third-Party,Lagos,1:41:30,Normal
Customer 2592,Corporate,Tier 2,23858.08,Payment for Goods/Services,Port Harcourt,1:02:27,Normal
Customer 2593,Individual,Tier 1,15061.72,Withdrawal,Enugu,4:40:20,Normal
Customer 2594,Corporate,Tier 2,17075.28,Transfer to a Third-Party,Enugu,13:40:03,Normal
Customer 2595,Individual,Tier 2,12653.93,Payment for Goods/Services,Enugu,15:02:26,Normal
Customer 2596,Corporate,Tier 1,3527.94,Payment for Goods/Services,Enugu,6:49:24,Normal
Customer 2597,Individual,Tier 1,10476.77,Payment for Goods/Services,Port Harcourt,22:21:21,Normal
Customer 2598,Corporate,Tier 1,35250.55,Transfer to a Third-Party,Ibadan,16:55:16,Normal
Customer 2599,Individual,Tier 1,34643.28,Payment for Goods/Services,Lagos,9:48:21,Normal
Customer 2600,Individual,Tier 1,16493.02,Transfer to a Third-Party,Abuja,0:06:01,Normal
Customer 2601,Corporate,Tier 2,15870.51,Transfer to a Third-Party,Lagos,1:09:36,Normal
Customer 2602,Individual,Tier 1,20004.8,Transfer to a Third-Party,Enugu,10:16:58,Normal
Customer 2603,Corporate,Tier 1,17261.95,Payment for Goods/Services,Abuja,0:37:32,Normal
Customer 2604,Individual,Tier 2,9067.04,Transfer to a Third-Party,Abuja,18:45:17,Normal
Customer 2605,Individual,Tier 2,16080.73,Payment for Goods/Services,Port Harcourt,16:24:02,Normal
Customer 2606,Corporate,Tier 3,18038.03,Transfer to a Third-Party,Enugu,9:51:53,Normal
Customer 2607,Corporate,Tier 2,6343.4,Transfer to a Third-Party,Enugu,9:19:41,Normal
Customer 2608,Individual,Tier 2,4075.03,Transfer to a Third-Party,Ibadan,5:44:16,Normal
Customer 2609,Individual,Tier 1,4326.4,Payment for Goods/Services,Ibadan,18:30:53,Normal
Customer 2610,Individual,Tier 2,28644.98,Transfer to a Third-Party,Lagos,12:08:47,Normal
Customer 2611,Corporate,Tier 2,11716.62,Transfer to a Third-Party,Port Harcourt,5:32:34,Normal
Customer 2612,Individual,Tier 2,12264.08,Withdrawal,Enugu,21:57:03,Normal
Customer 2613,Individual,Tier 1,22135.0,Payment for Goods/Services,Ibadan,12:49:25,Normal
Customer 2614,Corporate,Tier 2,8280.32,Payment for Goods/Services,Ibadan,20:15:54,Normal
Customer 2615,Individual,Tier 2,7395460.13,Withdrawal,Lagos,7:51:23,Suspicious
Customer 2616,Individual,Tier 1,10177.99,Payment for Goods/Services,Lagos,16:08:37,Normal
Customer 2617,Corporate,Tier 2,12210.85,Payment for Goods/Services,Ibadan,16:27:50,Normal
Customer 2618,Individual,Tier 1,30387.18,Transfer to a Third-Party,Enugu,6:30:49,Normal
Customer 2619,Individual,Tier 2,2288.14,Transfer to a Third-Party,Lagos,19:34:06,Normal
Customer 2620,Corporate,Tier 2,18482.85,Transfer to a Third-Party,Enugu,15:18:04,Normal
Customer 2621,Corporate,Tier 1,1990.93,Payment for Goods/Services,Port Harcourt,16:08:01,Normal
Customer 2622,Corporate,Tier 2,15783.77,Transfer to a Third-Party,Ibadan,13:48:01,Normal
Customer 2623,Corporate,Tier 2,44376.46,Payment for Goods/Services,Enugu,20:07:22,Normal
Customer 2624,Individual,Tier 1,14563.85,Transfer to a Third-Party,Lagos,12:53:10,Normal
Customer 2625,Corporate,Tier 1,24960.5,Payment for Goods/Services,Enugu,6:57:28,Normal
Customer 2626,Corporate,Tier 2,14458.0,Payment for Goods/Services,Abuja,14:47:42,Normal
Customer 2627,Corporate,Tier 2,7943.99,Withdrawal,Ibadan,6:44:39,Normal
Customer 2628,Individual,Tier 2,6632.79,Transfer to a Third-Party,Lagos,3:48:28,Normal
Customer 2629,Individual,Tier 2,7782.6,Transfer to a Third-Party,Abuja,12:45:33,Normal
Customer 2630,Corporate,Tier 3,23342.89,Transfer to a Third-Party,Abuja,10:42:31,Normal
Customer 2631,Individual,Tier 2,18652.53,Withdrawal,Port Harcourt,8:20:24,Normal
Customer 2632,Corporate,Tier 1,6793.83,Withdrawal,Port Harcourt,17:59:04,Normal
Customer 2633,Individual,Tier 2,37391.65,Payment for Goods/Services,Enugu,17:55:49,Normal
Customer 2634,Corporate,Tier 2,10115.9,Transfer to a Third-Party,Ibadan,8:37:32,Normal
Customer 2635,Individual,Tier 2,17257.33,Transfer to a Third-Party,Enugu,9:06:52,Normal
Customer 2636,Individual,Tier 1,9890.36,Payment for Goods/Services,Port Harcourt,21:14:39,Normal
Customer 2637,Individual,Tier 2,25040.71,Transfer to a Third-Party,Enugu,6:56:06,Normal
Customer 2638,Corporate,Tier 2,5491.51,Transfer to a Third-Party,Lagos,13:26:21,Normal
Customer 2639,Corporate,Tier 2,11010.42,Payment for Goods/Services,Port Harcourt,20:16:52,Normal
Customer 2640,Corporate,Tier 1,20109.9,Payment for Goods/Services,Abuja,5:53:00,Normal
Customer 2641,Corporate,Tier 2,43063.75,Withdrawal,Port Harcourt,1:25:35,Normal
Customer 2642,Corporate,Tier 2,3535.34,Withdrawal,Abuja,4:02:33,Normal
Customer 2643,Corporate,Tier 2,4953.7,Withdrawal,Ibadan,8:55:16,Normal
Customer 2644,Individual,Tier 1,12383.05,Payment for Goods/Services,Enugu,18:52:46,Normal
Customer 2645,Corporate,Tier 2,12086.94,Payment for Goods/Services,Port Harcourt,2:18:12,Normal
Customer 2646,Individual,Tier 3,4457.74,Transfer to a Third-Party,Abuja,6:29:00,Normal
Customer 2647,Individual,Tier 3,41261.95,Transfer to a Third-Party,Enugu,18:58:20,Normal
Customer 2648,Corporate,Tier 3,25778.23,Withdrawal,Port Harcourt,1:50:07,Normal
Customer 2649,Corporate,Tier 1,23293.49,Withdrawal,Lagos,17:39:21,Normal
Customer 2650,Individual,Tier 2,41685.91,Payment for Goods/Services,Enugu,2:59:07,Normal
Customer 2651,Corporate,Tier 1,3677.28,Transfer to a Third-Party,Ibadan,19:57:07,Normal
Customer 2652,Corporate,Tier 1,62531.25,Payment for Goods/Services,Lagos,3:06:31,Normal
Customer 2653,Corporate,Tier 1,17016.18,Transfer to a Third-Party,Enugu,2:34:11,Normal
Customer 2654,Individual,Tier 2,7400.88,Transfer to a Third-Party,Enugu,14:12:55,Normal
Customer 2655,Corporate,Tier 2,17361.09,Payment for Goods/Services,Port Harcourt,18:49:32,Normal
Customer 2656,Individual,Tier 2,20316.77,Payment for Goods/Services,Port Harcourt,19:56:32,Normal
Customer 2657,Corporate,Tier 2,22351.68,Payment for Goods/Services,Lagos,15:16:41,Normal
Customer 2658,Corporate,Tier 1,13024.15,Payment for Goods/Services,Lagos,22:25:29,Normal
Customer 2659,Corporate,Tier 2,8386.09,Withdrawal,Lagos,0:38:52,Normal
Customer 2660,Corporate,Tier 1,9578.4,Payment for Goods/Services,Enugu,17:49:50,Normal
Customer 2661,Corporate,Tier 2,5929.66,Transfer to a Third-Party,Port Harcourt,23:55:42,Normal
Customer 2662,Corporate,Tier 2,3461.26,Payment for Goods/Services,Abuja,17:19:56,Normal
Customer 2663,Corporate,Tier 2,12339.42,Withdrawal,Enugu,5:58:51,Normal
Customer 2664,Individual,Tier 3,19094.22,Transfer to a Third-Party,Lagos,4:16:19,Normal
Customer 2665,Individual,Tier 1,23660.35,Transfer to a Third-Party,Port Harcourt,10:58:33,Normal
Customer 2666,Individual,Tier 1,10413.83,Withdrawal,Ibadan,19:59:51,Normal
Customer 2667,Individual,Tier 2,26761.75,Withdrawal,Ibadan,19:07:13,Normal
Customer 2668,Corporate,Tier 2,11129.99,Transfer to a Third-Party,Lagos,12:05:43,Normal
Customer 2669,Corporate,Tier 2,24768.24,Withdrawal,Port Harcourt,4:12:21,Normal
Customer 2670,Corporate,Tier 1,33812.92,Transfer to a Third-Party,Lagos,4:05:35,Normal
Customer 2671,Corporate,Tier 2,10562.53,Withdrawal,Abuja,3:25:04,Normal
Customer 2672,Corporate,Tier 1,17803.25,Payment for Goods/Services,Enugu,10:57:22,Normal
Customer 2673,Individual,Tier 1,14264.71,Payment for Goods/Services,Abuja,15:21:10,Normal
Customer 2674,Individual,Tier 1,11527.46,Payment for Goods/Services,Abuja,20:36:27,Normal
Customer 2675,Individual,Tier 3,27641.25,Payment for Goods/Services,Lagos,13:28:39,Normal
Customer 2676,Individual,Tier 1,45169.36,Withdrawal,Abuja,20:40:57,Normal
Customer 2677,Individual,Tier 2,4441.78,Withdrawal,Ibadan,13:46:12,Normal
Customer 2678,Corporate,Tier 1,4700.33,Payment for Goods/Services,Enugu,20:20:50,Normal
Customer 2679,Individual,Tier 2,14412.26,Withdrawal,Enugu,9:05:48,Normal
Customer 2680,Individual,Tier 3,32102.8,Transfer to a Third-Party,Abuja,11:46:09,Normal
Customer 2681,Individual,Tier 1,8277.54,Transfer to a Third-Party,Lagos,4:46:29,Normal
Customer 2682,Corporate,Tier 2,10215.56,Withdrawal,Lagos,3:36:48,Normal
Customer 2683,Individual,Tier 3,11217.69,Withdrawal,Enugu,5:57:50,Normal
Customer 2684,Individual,Tier 2,28370.68,Transfer to a Third-Party,Enugu,1:20:52,Normal
Customer 2685,Individual,Tier 1,11489.32,Withdrawal,Ibadan,6:58:50,Normal
Customer 2686,Individual,Tier 2,222.48,Transfer to a Third-Party,Ibadan,19:17:13,Normal
Customer 2687,Individual,Tier 2,9167.02,Withdrawal,Enugu,1:12:12,Normal
Customer 2688,Corporate,Tier 3,9784.23,Payment for Goods/Services,Abuja,21:26:30,Normal
Customer 2689,Individual,Tier 2,7898.66,Withdrawal,Abuja,20:09:53,Normal
Customer 2690,Corporate,Tier 2,3767.42,Payment for Goods/Services,Ibadan,4:35:04,Normal
Customer 2691,Corporate,Tier 2,7550.64,Transfer to a Third-Party,Enugu,1:02:21,Normal
Customer 2692,Corporate,Tier 2,20652.51,Payment for Goods/Services,Enugu,9:18:40,Normal
Customer 2693,Corporate,Tier 1,14268.35,Transfer to a Third-Party,Abuja,18:00:49,Normal
Customer 2694,Corporate,Tier 2,29282.54,Transfer to a Third-Party,Port Harcourt,5:02:36,Normal
Customer 2695,Corporate,Tier 2,8601.88,Payment for Goods/Services,Abuja,17:59:43,Normal
Customer 2696,Corporate,Tier 2,19033.57,Transfer to a Third-Party,Ibadan,8:58:52,Normal
Customer 2697,Corporate,Tier 2,15119.82,Transfer to a Third-Party,Abuja,10:04:36,Normal
Customer 2698,Individual,Tier 1,7907.88,Payment for Goods/Services,Enugu,13:53:34,Normal
Customer 2699,Individual,Tier 1,27889.53,Transfer to a Third-Party,Lagos,5:02:21,Normal
Customer 2700,Corporate,Tier 1,5950.07,Payment for Goods/Services,Port Harcourt,1:35:22,Normal
Customer 2701,Corporate,Tier 1,24080.98,Withdrawal,Abuja,5:07:54,Normal
Customer 2702,Corporate,Tier 2,36271.62,Payment for Goods/Services,Lagos,10:51:10,Normal
